"C1"	"C2"	"C3"	"IR1"	"IR2"	"IR3"
"ENSG00000137101"	0	0	1	0	0	0
"ENSG00000137106"	0	0	1	0	1	0
"ENSG00000137133"	0	1	0	0	0	0
"ENSG00000137154"	16	14	20	13	15	14
"ENSG00000137161"	0	0	0	0	0	1
"ENSG00000137185"	0	0	0	0	0	1
"ENSG00000137193"	1	0	0	0	1	0
"ENSG00000137207"	0	0	1	0	0	0
"ENSG00000137210"	2	0	0	1	0	0
"ENSG00000137275"	0	0	1	0	0	0
"ENSG00000137309"	1	0	0	0	0	0
"ENSG00000137364"	1	0	0	0	0	0
"ENSG00000137409"	0	0	1	0	0	0
"ENSG00000137441"	0	1	0	0	0	0
"ENSG00000137486"	0	0	0	0	0	1
"ENSG00000137496"	1	0	0	0	0	0
"ENSG00000137497"	1	1	0	0	0	0
"ENSG00000137504"	1	0	0	0	0	0
"ENSG00000137575"	3	2	3	2	1	0
"ENSG00000137642"	0	0	0	2	0	0
"ENSG00000137692"	0	0	0	1	0	0
"ENSG00000137710"	0	1	0	0	0	0
"ENSG00000137714"	0	0	0	0	1	0
"ENSG00000137720"	0	0	0	0	0	1
"ENSG00000137752"	0	0	0	1	0	1
"ENSG00000137767"	0	1	0	0	0	0
"ENSG00000137770"	0	1	0	0	0	0
"ENSG00000137801"	1	1	2	0	2	1
"ENSG00000137817"	0	0	1	0	1	1
"ENSG00000137818"	30	21	22	19	21	21
"ENSG00000137841"	0	3	1	0	0	0
"ENSG00000137842"	0	0	1	0	0	0
"ENSG00000137876"	1	1	1	1	0	0
"ENSG00000137944"	0	0	0	0	1	0
"ENSG00000137947"	0	0	0	0	1	0
"ENSG00000137955"	0	0	0	1	0	0
"ENSG00000138029"	0	0	0	0	0	1
"ENSG00000138030"	0	1	0	0	0	0
"ENSG00000138032"	1	0	0	0	0	0
"ENSG00000138061"	0	0	1	0	0	0
"ENSG00000138069"	0	2	0	0	0	1
"ENSG00000138071"	0	0	0	1	1	0
"ENSG00000138073"	0	0	1	0	0	0
"ENSG00000138085"	1	1	1	0	1	0
"ENSG00000138166"	0	1	0	0	1	0
"ENSG00000138175"	0	0	0	1	0	0
"ENSG00000138231"	0	0	0	0	0	1
"ENSG00000138326"	6	9	8	7	7	5
"ENSG00000138363"	0	0	0	0	0	1
"ENSG00000138378"	1	0	0	0	0	0
"ENSG00000138413"	0	0	0	0	0	1
"ENSG00000138449"	0	0	2	0	0	0
"ENSG00000138459"	1	0	0	0	0	0
"ENSG00000138593"	0	0	0	0	0	1
"ENSG00000138594"	0	0	0	0	1	0
"ENSG00000138600"	0	0	0	1	0	0
"ENSG00000138604"	0	0	0	0	1	0
"ENSG00000138613"	0	0	0	1	0	1
"ENSG00000138623"	0	0	1	0	0	0
"ENSG00000138629"	0	0	0	1	0	0
"ENSG00000138646"	0	1	1	0	0	0
"ENSG00000138663"	0	0	0	0	1	1
"ENSG00000138668"	0	0	1	0	1	1
"ENSG00000138755"	0	0	0	0	0	1
"ENSG00000138757"	1	0	0	0	0	0
"ENSG00000138760"	1	0	0	0	0	1
"ENSG00000138768"	0	0	1	0	0	2
"ENSG00000138777"	0	1	1	0	0	0
"ENSG00000138802"	0	1	0	0	0	0
"ENSG00000138821"	0	0	0	0	0	1
"ENSG00000138834"	1	0	1	0	0	0
"ENSG00000139112"	1	0	0	0	0	0
"ENSG00000139180"	0	0	0	0	1	0
"ENSG00000139187"	0	1	0	0	0	0
"ENSG00000139192"	0	0	1	0	0	0
"ENSG00000139197"	1	0	0	0	0	0
"ENSG00000139218"	1	0	0	0	0	0
"ENSG00000139233"	0	0	1	0	0	0
"ENSG00000139278"	1	0	0	1	0	0
"ENSG00000139289"	0	0	1	0	0	1
"ENSG00000139318"	0	1	0	0	0	0
"ENSG00000139343"	2	1	0	0	0	0
"ENSG00000139433"	0	1	0	0	0	0
"ENSG00000139436"	0	0	0	0	1	0
"ENSG00000139508"	0	1	0	0	0	0
"ENSG00000139620"	1	0	0	0	0	0
"ENSG00000139637"	1	0	0	0	0	0
"ENSG00000139641"	0	0	0	0	0	1
"ENSG00000139644"	1	0	3	1	1	2
"ENSG00000139651"	0	0	0	1	0	0
"ENSG00000139684"	0	2	0	0	0	0
"ENSG00000139719"	0	0	0	0	1	0
"ENSG00000139725"	1	0	1	0	0	0
"ENSG00000139726"	0	0	0	1	0	0
"ENSG00000139737"	0	0	1	0	0	0
"ENSG00000139793"	1	0	0	0	0	0
"ENSG00000139921"	0	0	0	0	0	1
"ENSG00000140030"	1	0	0	0	0	0
"ENSG00000140105"	0	2	0	0	0	3
"ENSG00000140259"	0	0	0	1	0	0
"ENSG00000140264"	8	4	0	0	1	4
"ENSG00000140280"	0	0	0	1	0	0
"ENSG00000140299"	1	0	0	0	0	0
"ENSG00000140307"	0	1	0	1	0	1
"ENSG00000140319"	2	2	2	1	2	2
"ENSG00000140332"	0	1	0	1	0	0
"ENSG00000140350"	0	1	1	2	0	1
"ENSG00000140365"	1	0	0	0	0	0
"ENSG00000140368"	0	0	1	0	2	0
"ENSG00000140374"	0	0	0	1	0	0
"ENSG00000140379"	0	2	0	0	0	0
"ENSG00000140391"	1	0	0	0	0	0
"ENSG00000140400"	0	0	0	1	0	0
"ENSG00000140450"	0	1	0	0	0	0
"ENSG00000140463"	0	0	0	0	1	0
"ENSG00000140497"	1	1	0	0	2	0
"ENSG00000140511"	0	1	0	0	0	0
"ENSG00000140521"	0	0	1	0	1	0
"ENSG00000140526"	1	1	0	0	1	0
"ENSG00000140563"	1	0	0	0	0	0
"ENSG00000140564"	0	0	1	0	0	0
"ENSG00000140575"	0	0	0	0	1	0
"ENSG00000140577"	0	1	0	0	1	0
"ENSG00000140612"	1	1	0	1	0	0
"ENSG00000140632"	0	0	1	0	0	0
"ENSG00000140740"	1	2	0	1	0	0
"ENSG00000140743"	0	0	0	0	1	0
"ENSG00000140749"	1	2	1	1	0	1
"ENSG00000140750"	0	1	0	0	0	0
"ENSG00000140807"	1	0	0	0	0	0
"ENSG00000140853"	1	0	0	1	0	0
"ENSG00000140854"	0	0	0	1	0	0
"ENSG00000140939"	0	0	0	0	0	1
"ENSG00000140941"	0	2	0	1	2	0
"ENSG00000140968"	0	0	0	0	2	0
"ENSG00000140983"	0	0	1	0	2	0
"ENSG00000140988"	20	23	15	15	16	17
"ENSG00000140990"	0	0	0	0	1	0
"ENSG00000141002"	1	0	0	0	0	0
"ENSG00000141027"	0	1	0	0	0	0
"ENSG00000141030"	0	0	0	0	2	0
"ENSG00000141298"	0	0	0	1	0	0
"ENSG00000141378"	0	0	1	0	0	0
"ENSG00000141385"	0	0	0	1	0	0
"ENSG00000141428"	0	0	0	0	1	0
"ENSG00000141429"	0	0	0	0	1	0
"ENSG00000141447"	0	0	0	0	0	1
"ENSG00000141452"	0	0	1	0	0	0
"ENSG00000141480"	0	0	0	0	0	1
"ENSG00000141503"	0	0	0	0	1	0
"ENSG00000141504"	0	0	0	0	1	0
"ENSG00000141506"	0	0	2	0	0	0
"ENSG00000141510"	0	0	0	2	0	0
"ENSG00000141522"	1	2	2	1	0	0
"ENSG00000141524"	0	0	1	0	1	0
"ENSG00000141526"	0	1	0	0	1	0
"ENSG00000141552"	1	0	1	1	0	1
"ENSG00000141556"	0	0	0	1	0	0
"ENSG00000141560"	0	0	0	0	0	1
"ENSG00000141562"	0	0	0	1	0	0
"ENSG00000141568"	0	0	1	0	0	0
"ENSG00000141570"	0	0	1	0	0	0
"ENSG00000141574"	0	1	0	1	0	1
"ENSG00000141580"	1	0	0	0	0	0
"ENSG00000141627"	1	0	0	0	1	0
"ENSG00000141741"	0	1	1	0	0	1
"ENSG00000141858"	1	0	0	0	0	0
"ENSG00000141959"	0	0	0	0	1	1
"ENSG00000141968"	0	0	1	0	0	0
"ENSG00000141971"	1	0	0	0	0	0
"ENSG00000141985"	0	0	0	1	0	0
"ENSG00000142002"	1	0	0	0	0	0
"ENSG00000142039"	0	0	0	0	0	1
"ENSG00000142065"	0	0	0	0	0	1
"ENSG00000142082"	1	0	0	0	0	0
"ENSG00000142089"	0	0	1	1	0	2
"ENSG00000142102"	1	1	0	0	0	0
"ENSG00000142166"	0	0	0	0	1	0
"ENSG00000142168"	0	1	0	0	0	1
"ENSG00000142178"	0	1	0	0	0	0
"ENSG00000142192"	0	0	0	0	1	0
"ENSG00000142208"	0	0	0	0	0	1
"ENSG00000142227"	2	0	2	2	1	0
"ENSG00000142347"	0	1	0	0	0	0
"ENSG00000142507"	0	2	0	0	0	0
"ENSG00000142534"	17	27	13	19	13	10
"ENSG00000142541"	29	27	19	26	25	16
"ENSG00000142546"	0	0	0	0	1	0
"ENSG00000142599"	0	0	0	1	0	0
"ENSG00000142634"	0	0	0	1	0	1
"ENSG00000142655"	3	0	0	0	0	0
"ENSG00000142657"	0	0	2	0	0	0
"ENSG00000142669"	3	5	0	2	2	8
"ENSG00000142676"	24	13	10	17	16	26
"ENSG00000142694"	1	1	0	0	1	0
"ENSG00000142765"	0	0	1	0	0	0
"ENSG00000142784"	0	0	0	2	0	0
"ENSG00000142864"	0	0	0	0	1	0
"ENSG00000142867"	0	0	0	1	0	0
"ENSG00000142875"	0	0	1	0	0	0
"ENSG00000142937"	11	16	12	12	12	13
"ENSG00000143013"	0	0	0	0	0	1
"ENSG00000143093"	1	0	0	0	0	0
"ENSG00000143106"	0	0	2	0	0	0
"ENSG00000143110"	2	0	1	0	1	0
"ENSG00000143119"	0	0	2	1	1	1
"ENSG00000143149"	0	0	0	0	0	1
"ENSG00000143157"	0	1	0	0	0	0
"ENSG00000143162"	0	1	1	4	0	0
"ENSG00000143198"	0	2	0	1	0	2
"ENSG00000143222"	0	1	1	2	0	0
"ENSG00000143226"	1	0	0	0	0	1
"ENSG00000143252"	0	1	0	1	1	0
"ENSG00000143256"	1	0	0	0	0	0
"ENSG00000143294"	0	0	0	0	0	1
"ENSG00000143297"	1	1	0	0	0	0
"ENSG00000143321"	1	0	0	0	0	0
"ENSG00000143344"	1	0	0	0	0	0
"ENSG00000143368"	1	1	1	0	0	0
"ENSG00000143384"	0	2	0	1	0	1
"ENSG00000143401"	1	0	0	0	0	0
"ENSG00000143420"	0	1	1	0	0	2
"ENSG00000143436"	0	1	0	0	0	0
"ENSG00000143458"	0	0	0	0	1	0
"ENSG00000143515"	0	0	1	1	0	0
"ENSG00000143543"	2	0	1	0	0	0
"ENSG00000143546"	6	4	4	9	4	4
"ENSG00000143549"	0	0	2	0	0	0
"ENSG00000143569"	0	0	0	1	0	0
"ENSG00000143570"	0	0	1	1	0	0
"ENSG00000143575"	2	0	0	0	0	0
"ENSG00000143612"	0	1	0	0	0	1
"ENSG00000143621"	0	0	0	1	1	0
"ENSG00000143622"	0	0	0	1	0	0
"ENSG00000143727"	1	1	1	2	0	0
"ENSG00000143742"	2	1	1	1	0	1
"ENSG00000143753"	0	0	0	0	1	0
"ENSG00000143756"	0	0	0	1	0	0
"ENSG00000143761"	0	0	2	0	0	1
"ENSG00000143774"	1	2	1	0	0	1
"ENSG00000143801"	1	0	0	0	0	0
"ENSG00000143811"	0	0	0	0	0	1
"ENSG00000143815"	2	1	0	0	0	0
"ENSG00000143851"	0	0	0	1	0	0
"ENSG00000143870"	0	0	1	0	1	1
"ENSG00000143878"	0	0	0	2	0	0
"ENSG00000143891"	0	0	1	0	0	0
"ENSG00000143933"	1	0	1	0	4	3
"ENSG00000143947"	22	20	19	10	19	10
"ENSG00000143970"	0	1	0	0	0	0
"ENSG00000143977"	0	1	1	1	0	1
"ENSG00000144043"	0	1	0	1	0	0
"ENSG00000144118"	0	0	0	0	0	1
"ENSG00000144136"	0	0	1	0	0	0
"ENSG00000144152"	0	0	1	0	0	0
"ENSG00000144231"	0	0	0	0	2	0
"ENSG00000144381"	1	0	0	0	0	1
"ENSG00000144579"	0	0	0	1	0	0
"ENSG00000144635"	0	1	0	0	0	0
"ENSG00000144711"	0	0	0	1	0	0
"ENSG00000144713"	16	18	15	17	13	10
"ENSG00000144736"	0	0	0	0	1	0
"ENSG00000144744"	0	0	1	0	0	0
"ENSG00000144746"	5	0	0	2	0	0
"ENSG00000144802"	0	0	0	0	0	1
"ENSG00000144840"	0	0	0	0	1	0
"ENSG00000144848"	0	0	1	0	0	1
"ENSG00000144867"	1	0	0	0	0	0
"ENSG00000145050"	0	0	0	0	0	1
"ENSG00000145107"	0	1	0	0	0	0
"ENSG00000145214"	0	0	0	1	0	0
"ENSG00000145220"	0	1	1	0	1	0
"ENSG00000145241"	1	0	0	0	0	0
"ENSG00000145247"	0	0	0	1	1	0
"ENSG00000145287"	0	0	1	0	1	1
"ENSG00000145331"	0	0	1	0	0	0
"ENSG00000145337"	0	0	0	1	0	0
"ENSG00000145354"	0	0	1	0	0	0
"ENSG00000145365"	0	0	1	0	0	0
"ENSG00000145375"	0	0	0	0	1	0
"ENSG00000145416"	2	0	0	0	0	0
"ENSG00000145425"	13	15	13	24	23	15
"ENSG00000145439"	0	0	0	0	1	0
"ENSG00000145476"	0	0	1	0	0	0
"ENSG00000145494"	0	0	0	0	1	0
"ENSG00000145495"	0	1	0	0	0	0
"ENSG00000145569"	0	0	0	1	0	0
"ENSG00000145592"	25	12	11	19	10	14
"ENSG00000145649"	0	0	2	0	0	0
"ENSG00000145675"	0	0	0	0	0	1
"ENSG00000145685"	0	0	1	0	0	0
"ENSG00000145740"	0	0	0	1	0	0
"ENSG00000145741"	0	0	3	4	1	2
"ENSG00000145779"	1	0	0	0	0	3
"ENSG00000145782"	1	0	0	0	0	0
"ENSG00000145833"	0	0	0	1	0	0
"ENSG00000145860"	0	0	0	0	3	0
"ENSG00000145901"	1	0	0	0	0	1
"ENSG00000145907"	0	0	1	0	0	0
"ENSG00000145912"	1	1	0	0	0	0
"ENSG00000145916"	0	0	0	1	0	0
"ENSG00000145979"	0	0	0	0	1	0
"ENSG00000146007"	0	0	0	0	0	1
"ENSG00000146066"	0	0	0	0	1	0
"ENSG00000146070"	0	0	0	0	1	1
"ENSG00000146085"	0	0	0	0	0	1
"ENSG00000146109"	0	2	0	1	0	1
"ENSG00000146278"	0	2	2	2	1	2
"ENSG00000146285"	0	0	0	1	0	0
"ENSG00000146386"	1	0	1	1	0	0
"ENSG00000146416"	0	0	0	0	1	0
"ENSG00000146425"	0	0	0	0	1	1
"ENSG00000146457"	0	0	1	0	0	2
"ENSG00000146540"	0	0	1	0	0	0
"ENSG00000146556"	0	0	1	0	0	0
"ENSG00000146574"	0	1	0	0	0	1
"ENSG00000146701"	0	1	1	0	0	0
"ENSG00000146828"	1	0	0	0	0	0
"ENSG00000146834"	0	0	0	0	0	1
"ENSG00000146859"	0	0	1	0	0	0
"ENSG00000146872"	0	0	1	0	0	0
"ENSG00000147065"	0	2	1	2	0	2
"ENSG00000147121"	0	0	1	0	0	0
"ENSG00000147123"	2	0	1	0	0	0
"ENSG00000147130"	0	1	0	0	0	0
"ENSG00000147162"	0	1	0	1	0	0
"ENSG00000147168"	2	3	0	2	1	1
"ENSG00000147274"	0	0	3	0	0	0
"ENSG00000147400"	0	0	0	0	1	0
"ENSG00000147403"	24	18	17	16	16	20
"ENSG00000147416"	0	0	0	0	1	1
"ENSG00000147443"	0	0	0	0	0	1
"ENSG00000147457"	0	1	0	0	0	0
"ENSG00000147533"	0	1	1	0	2	0
"ENSG00000147570"	0	0	0	1	0	0
"ENSG00000147586"	0	0	0	0	1	1
"ENSG00000147601"	0	0	0	0	1	0
"ENSG00000147604"	10	10	9	4	9	7
"ENSG00000147649"	0	0	1	0	0	0
"ENSG00000147669"	0	0	0	1	0	0
"ENSG00000147677"	0	0	1	0	1	0
"ENSG00000147679"	0	0	1	0	0	0
"ENSG00000147687"	0	0	1	0	0	0
"ENSG00000147813"	1	0	0	0	0	0
"ENSG00000148057"	0	0	1	0	0	0
"ENSG00000148110"	0	0	1	0	1	0
"ENSG00000148158"	0	1	0	0	0	0
"ENSG00000148175"	0	0	0	1	0	0
"ENSG00000148187"	0	0	0	0	0	1
"ENSG00000148229"	0	1	0	0	0	0
"ENSG00000148291"	0	0	0	0	1	0
"ENSG00000148303"	5	6	5	3	2	4
"ENSG00000148308"	0	0	0	0	0	1
"ENSG00000148331"	0	0	0	0	1	0
"ENSG00000148335"	0	0	0	1	0	0
"ENSG00000148362"	0	0	0	1	0	0
"ENSG00000148400"	0	0	0	0	0	1
"ENSG00000148444"	0	0	1	0	0	1
"ENSG00000148634"	0	0	1	0	0	0
"ENSG00000148672"	0	0	1	0	0	0
"ENSG00000148690"	0	0	0	0	1	0
"ENSG00000148719"	0	1	0	0	0	0
"ENSG00000148730"	0	0	0	0	0	1
"ENSG00000148908"	0	0	0	0	0	1
"ENSG00000148943"	1	0	0	0	0	0
"ENSG00000149091"	0	1	1	0	0	0
"ENSG00000149100"	0	0	1	0	0	1
"ENSG00000149115"	0	0	0	1	0	0
"ENSG00000149136"	0	0	1	0	0	0
"ENSG00000149177"	0	1	0	0	0	0
"ENSG00000149196"	1	0	1	0	0	0
"ENSG00000149231"	1	0	0	0	0	0
"ENSG00000149262"	0	0	0	0	1	0
"ENSG00000149269"	0	0	1	0	0	1
"ENSG00000149273"	11	15	13	22	12	13
"ENSG00000149294"	1	0	0	0	0	0
"ENSG00000149313"	0	0	0	0	1	0
"ENSG00000149357"	1	0	0	0	0	1
"ENSG00000149474"	0	0	0	0	0	1
"ENSG00000149480"	0	0	1	0	0	0
"ENSG00000149483"	0	0	0	1	0	0
"ENSG00000149582"	0	1	0	0	0	0
"ENSG00000149657"	0	1	0	0	0	0
"ENSG00000149716"	1	0	0	0	0	0
"ENSG00000149781"	0	2	0	1	0	1
"ENSG00000149792"	1	0	0	0	2	0
"ENSG00000149806"	6	11	12	2	8	6
"ENSG00000149823"	0	2	0	0	0	1
"ENSG00000149923"	0	1	1	1	0	1
"ENSG00000149925"	2	3	0	0	0	2
"ENSG00000149932"	0	0	0	0	1	1
"ENSG00000150093"	0	1	0	0	0	0
"ENSG00000150316"	0	0	0	1	1	0
"ENSG00000150337"	1	1	1	0	1	0
"ENSG00000150401"	0	0	1	0	0	0
"ENSG00000150433"	0	1	0	0	0	0
"ENSG00000150459"	3	0	1	1	0	1
"ENSG00000150540"	0	1	0	0	0	0
"ENSG00000150593"	0	0	0	1	0	0
"ENSG00000150753"	0	0	0	0	1	1
"ENSG00000150768"	0	0	0	0	1	0
"ENSG00000150779"	0	0	0	0	0	1
"ENSG00000150867"	1	0	0	0	0	0
"ENSG00000150991"	4	8	3	1	6	4
"ENSG00000151062"	0	0	0	0	0	1
"ENSG00000151176"	0	0	0	0	1	0
"ENSG00000151292"	0	0	0	1	0	0
"ENSG00000151353"	0	0	0	1	0	1
"ENSG00000151366"	1	0	0	1	0	0
"ENSG00000151414"	0	0	0	0	1	0
"ENSG00000151465"	0	1	0	0	0	0
"ENSG00000151470"	0	0	0	0	1	0
"ENSG00000151502"	0	0	1	0	0	0
"ENSG00000151702"	0	0	0	1	0	0
"ENSG00000151726"	1	0	0	1	0	0
"ENSG00000151748"	0	0	0	1	0	0
"ENSG00000151883"	1	0	0	0	0	0
"ENSG00000152082"	0	1	0	2	0	0
"ENSG00000152102"	1	0	0	0	0	0
"ENSG00000152147"	0	0	1	0	0	0
"ENSG00000152234"	0	1	1	2	1	0
"ENSG00000152242"	0	1	0	0	0	0
"ENSG00000152270"	0	0	0	0	2	0
"ENSG00000152332"	0	0	0	0	1	0
"ENSG00000152484"	1	0	0	0	0	0
"ENSG00000152495"	0	0	0	0	1	0
"ENSG00000152518"	1	2	0	0	3	2
"ENSG00000152556"	0	0	0	0	0	1
"ENSG00000152558"	0	0	3	2	0	2
"ENSG00000152601"	1	0	0	0	0	0
"ENSG00000152683"	0	0	0	0	0	1
"ENSG00000152689"	0	0	0	0	1	0
"ENSG00000152766"	0	1	0	0	0	0
"ENSG00000152767"	0	0	0	1	0	0
"ENSG00000152784"	0	0	0	1	0	0
"ENSG00000152795"	0	0	0	1	0	0
"ENSG00000152904"	0	0	1	0	0	0
"ENSG00000152926"	0	0	0	1	0	0
"ENSG00000153006"	0	0	1	0	0	0
"ENSG00000153029"	0	1	0	0	0	0
"ENSG00000153048"	0	0	1	0	0	0
"ENSG00000153064"	0	1	0	0	0	0
"ENSG00000153107"	0	0	1	0	0	0
"ENSG00000153113"	0	0	0	1	2	0
"ENSG00000153147"	0	0	0	0	0	1
"ENSG00000153179"	0	0	0	0	0	2
"ENSG00000153187"	1	2	0	2	0	1
"ENSG00000153208"	0	2	0	0	0	0
"ENSG00000153283"	1	0	1	0	0	0
"ENSG00000153310"	0	2	0	0	0	1
"ENSG00000153317"	0	0	0	1	0	0
"ENSG00000153339"	0	1	0	0	0	0
"ENSG00000153443"	1	0	0	0	0	0
"ENSG00000153560"	1	0	0	0	0	0
"ENSG00000153561"	0	0	0	0	0	1
"ENSG00000153563"	1	0	0	1	1	0
"ENSG00000153574"	0	0	0	0	0	1
"ENSG00000153774"	0	1	0	0	0	0
"ENSG00000153786"	0	1	0	0	0	0
"ENSG00000153814"	0	0	0	1	0	0
"ENSG00000153933"	0	0	0	0	0	1
"ENSG00000153989"	1	0	1	0	0	1
"ENSG00000154001"	0	0	0	1	0	0
"ENSG00000154059"	0	0	0	0	2	0
"ENSG00000154237"	0	0	1	0	0	0
"ENSG00000154305"	0	0	0	0	0	1
"ENSG00000154310"	1	0	0	0	0	0
"ENSG00000154429"	0	0	0	0	1	0
"ENSG00000154451"	0	0	0	0	0	1
"ENSG00000154473"	2	0	0	1	0	0
"ENSG00000154518"	3	0	0	1	0	0
"ENSG00000154582"	0	0	1	0	0	0
"ENSG00000154642"	0	0	0	1	0	0
"ENSG00000154719"	0	0	0	1	0	0
"ENSG00000154723"	1	1	0	0	0	0
"ENSG00000154767"	0	0	1	0	0	0
"ENSG00000154803"	0	0	0	1	0	0
"ENSG00000154813"	0	1	0	0	0	0
"ENSG00000154822"	0	0	0	0	1	0
"ENSG00000154978"	0	1	0	0	1	0
"ENSG00000155096"	0	1	0	0	0	0
"ENSG00000155097"	0	0	0	2	0	0
"ENSG00000155115"	1	1	0	0	0	0
"ENSG00000155189"	0	1	0	0	0	0
"ENSG00000155229"	0	0	0	0	0	1
"ENSG00000155307"	0	0	0	1	1	0
"ENSG00000155329"	0	1	0	0	0	0
"ENSG00000155368"	1	0	0	1	0	0
"ENSG00000155463"	0	0	0	1	0	0
"ENSG00000155508"	0	0	0	0	1	1
"ENSG00000155545"	0	1	0	0	0	0
"ENSG00000155629"	0	0	0	1	0	0
"ENSG00000155659"	1	0	0	0	0	0
"ENSG00000155660"	0	0	0	0	1	0
"ENSG00000155719"	1	0	0	0	0	0
"ENSG00000155827"	0	0	0	0	2	0
"ENSG00000155903"	1	0	0	0	1	0
"ENSG00000155906"	0	0	1	0	0	0
"ENSG00000155957"	0	0	1	1	2	0
"ENSG00000156113"	1	0	0	0	0	0
"ENSG00000156136"	0	2	0	0	0	1
"ENSG00000156171"	1	0	0	0	0	0
"ENSG00000156261"	0	0	1	1	1	1
"ENSG00000156265"	0	0	0	1	0	0
"ENSG00000156273"	1	1	0	0	0	0
"ENSG00000156374"	0	0	1	0	0	1
"ENSG00000156411"	1	1	0	1	0	2
"ENSG00000156467"	4	3	0	1	5	1
"ENSG00000156471"	0	0	0	0	0	1
"ENSG00000156482"	22	25	14	16	16	13
"ENSG00000156504"	0	0	0	2	0	0
"ENSG00000156508"	40	46	42	48	40	41
"ENSG00000156521"	0	0	0	1	0	0
"ENSG00000156599"	1	0	0	1	0	0
"ENSG00000156675"	0	0	0	0	1	0
"ENSG00000156711"	0	0	0	1	0	0
"ENSG00000156738"	0	2	1	0	0	1
"ENSG00000156831"	0	1	0	0	0	0
"ENSG00000156858"	1	0	0	0	0	1
"ENSG00000156875"	1	0	0	0	1	1
"ENSG00000156973"	0	0	0	0	1	0
"ENSG00000156976"	4	1	2	0	1	3
"ENSG00000156990"	0	0	1	0	0	0
"ENSG00000157020"	0	1	0	1	1	0
"ENSG00000157045"	0	0	1	1	0	0
"ENSG00000157106"	0	1	0	0	0	0
"ENSG00000157168"	1	1	0	0	0	0
"ENSG00000157191"	1	0	0	0	0	0
"ENSG00000157227"	0	1	0	0	0	0
"ENSG00000157303"	0	1	0	1	0	0
"ENSG00000157349"	0	0	0	1	0	0
"ENSG00000157426"	0	0	0	0	0	1
"ENSG00000157500"	0	0	0	1	0	0
"ENSG00000157514"	3	0	3	0	0	0
"ENSG00000157538"	0	0	1	0	0	0
"ENSG00000157540"	1	0	0	0	0	0
"ENSG00000157601"	0	0	0	1	0	0
"ENSG00000157823"	0	0	2	0	0	0
"ENSG00000157837"	0	0	1	0	0	0
"ENSG00000157869"	1	0	0	0	0	0
"ENSG00000157916"	1	0	1	0	0	0
"ENSG00000157933"	0	0	0	0	1	0
"ENSG00000157954"	0	2	0	0	0	1
"ENSG00000157978"	0	0	0	1	0	0
"ENSG00000158019"	0	0	1	0	0	0
"ENSG00000158050"	1	0	0	0	0	0
"ENSG00000158062"	0	0	1	0	0	0
"ENSG00000158109"	0	0	0	0	0	1
"ENSG00000158186"	0	0	0	1	0	0
"ENSG00000158195"	0	0	0	1	0	0
"ENSG00000158201"	0	0	0	1	0	0
"ENSG00000158373"	0	0	0	0	1	0
"ENSG00000158435"	0	0	1	0	0	0
"ENSG00000158457"	0	0	1	0	1	1
"ENSG00000158517"	0	1	0	1	1	0
"ENSG00000158552"	0	1	0	0	0	0
"ENSG00000158615"	0	0	0	1	0	0
"ENSG00000158710"	0	1	0	1	2	1
"ENSG00000158714"	0	1	0	1	1	0
"ENSG00000158716"	0	0	0	0	2	0
"ENSG00000158717"	0	0	1	0	1	0
"ENSG00000158864"	0	2	0	0	0	0
"ENSG00000158869"	2	3	5	1	1	1
"ENSG00000158985"	0	0	1	0	0	0
"ENSG00000159023"	0	1	0	0	0	0
"ENSG00000159055"	0	0	0	0	1	0
"ENSG00000159069"	1	1	0	0	0	0
"ENSG00000159086"	0	1	0	0	0	1
"ENSG00000159128"	0	0	0	0	0	1
"ENSG00000159131"	0	0	1	0	0	1
"ENSG00000159189"	1	0	0	0	0	0
"ENSG00000159199"	0	0	1	0	0	0
"ENSG00000159202"	0	0	1	0	0	0
"ENSG00000159210"	0	0	0	0	2	0
"ENSG00000159228"	0	0	2	0	0	1
"ENSG00000159231"	0	1	0	0	0	0
"ENSG00000159335"	0	0	0	2	0	0
"ENSG00000159346"	2	0	2	1	1	0
"ENSG00000159348"	1	0	0	0	0	0
"ENSG00000159352"	0	0	0	0	2	0
"ENSG00000159377"	1	0	0	0	0	1
"ENSG00000159388"	0	0	0	0	2	0
"ENSG00000159496"	1	0	0	0	0	0
"ENSG00000159593"	0	1	0	0	0	0
"ENSG00000159692"	0	0	0	1	0	1
"ENSG00000159713"	0	1	0	0	0	0
"ENSG00000159720"	0	0	0	0	1	0
"ENSG00000159733"	0	0	1	0	0	0
"ENSG00000159753"	0	0	0	0	1	0
"ENSG00000159784"	0	1	0	0	0	0
"ENSG00000159840"	1	0	2	3	1	0
"ENSG00000159884"	0	0	0	0	0	1
"ENSG00000159904"	0	1	0	0	0	0
"ENSG00000160014"	1	0	1	0	1	1
"ENSG00000160049"	1	0	0	0	0	0
"ENSG00000160050"	0	0	0	0	0	1
"ENSG00000160058"	0	0	1	0	0	0
"ENSG00000160072"	0	0	0	0	0	1
"ENSG00000160075"	0	0	0	0	0	1
"ENSG00000160087"	0	0	1	0	0	0
"ENSG00000160124"	0	0	0	0	1	0
"ENSG00000160172"	1	0	0	0	0	0
"ENSG00000160201"	0	0	1	0	0	0
"ENSG00000160208"	0	0	0	1	0	0
"ENSG00000160209"	0	0	0	0	1	0
"ENSG00000160211"	0	0	2	0	0	0
"ENSG00000160213"	0	3	1	1	1	1
